Comment,Hatespeech
Eik is ekrano kvaily melagi!😀😀😀😀😀,No
Konservai važiuokite į Sibirą ten jūsų vietą 😡😡😡🤣😂😅🥱🥱🥱,No
Valkata neišnešiotas,No
Kad ji sikanti sutrauktu ir jo teva slikstynes o ne partija,No
Asilas 😉,No
Fuck yourself - tikrai ne.,No
Ding nelabasis. Tavo dienos baigsis ožiui nusibaigus.,No
Vagys supisti,No
"Idiote tu nelaimingas ,suprask kartą kad tavo valandos jau suskaičiuotos",No
Tu asile nelaimingas lietuvos geda,No
Tuščiai tas ablius nusipeza.,No
garbage 🗑️,No
Pydare tu,No
šlykštynė,No
"O šita žmoga dar į prezidentus veržesi,gėdos ir sažinės nulis",No
O ta šiukšė dar šniaka apie reputaciją kurios šioje vyriausybėje niekada nebuvo ir nebus. GERA FRAZĖ JAI MES NEIŠLEIDŽIAM TAI PINIGĖLIAI PRAPUOLA. ŽIURKĖ,No
"Kokia baisi moteris joks viras i tokia nenusiziures, jos kiausiai uz mano didesni . I ja ziurint net vemti norisi",No
"Ysidejus kiaulės akis pisa protą
",No
Šūrikas vagis su savo šaika,No
Nx postinat situs isgamas,No
Savalka,No
Ka ta debile kalba jos vieta šiukšlyne,No
Eik tu kutvela lauk iš to seimo susilauk vaiku kitaip kalbiesi nepeziejus ne lysk i žmoniu gyvenima konserva bliad negaliu,No
Eik lauk kauše🙄🙄,No
Šiukšlė,No
"Bėk iš eterio Krokodile,negaliu klausytis,aferistai ,,Konservatoriai"",kas liko iš Lietuvos???Melagiai,vagys aferistai ...,ir tai mūsų Valstybė???Atsitokėkim",No
Aferiste!,No
"Pisa protą velnias pohui , y sibira",No
Pašla von dura slava Rusijos,No
Kvaisa aferiste eik lauk,No
Padla luoja paluok paskutines dienos tavo,No
Eik lauk epraustaburne,No
Šiukle,No
Šimonike maža užmušti ta stierva,No
Ziurke,No
"Šitas vyras su moteriška pavarde kalba lagerio žargonu, tik kažkiek lietuviškiau.",No
"Gal kas pasakys,kas čia per vistgaidis,daspaustas iki dugno,,,",No
Mėšlo krūva ...,No
Išgamos,No
"Negi nematote žmonės ka padarė šita kumelė su Lietuva, ir ką dar be pidaru ir visokiu filu dar kas ir normalus žmogus balsuotu",No
Dink tu kutvela visiems iš akių jau atsibodai!!!,No
Ji siūlo apgaudinėti stambių mastu sterva šitą,No
Vel tauta durneleis skaitai kad tik balsuotu uz tave slykstyne sau makaronus kabink ant ausu o nezmoniems,No
Čia vyras kalba kas čia toks ?,No
Slikstyne pamaut ant kuolo,No
Šita sena tarka ką ji ten peza prisivogus kaip ir visi kiti dangsto visus iškrypeliu nes ji pati ne į tą šoną pakrypusi,No
O kodel neiskeliamas klausymas blokuoti veikla Briuselio parazitei Uršulai von der Šwain?,No
"Vatnikam degint pastate krematoriuma vilniuj, salia stato duju kamera !!@",No
"Tavo mėgiamų fašistų valdžia nieko tokio nedarys. Nes ant korupcijos, bukumo ir laikosi režimas.",No
Vatnikas irgi emigrantas pideras toks pat kaip tas juodis nuotraukoj.,Yes
Visus pasaulinius karus sukele zydai,Yes
"Pravalnas tiesiog piderastines amerikos agentas, kam ji slovinti?",Yes
"Pravalnas tiesiog piderastines amerikos agentas, kam ji slovinti?",Yes
nes daug kam dar sudas verda nes zydelis labai jau daug jovalo privire ir nezinai kaip cia butu bagesi jei ne dede Stalinas. zydas jis ir Afrikoj zydas ir ji reikia laikyti ant trumpo pavadzio kad sudo neprivirtu ,Yes
"Bent Lenino raštuose yra daug tiesos, nepalyginsi su kuproto Ozio poezija, nors abu zydiaros.",No
"Bent Lenino raštuose yra daug tiesos, nepalyginsi su kuproto Ozio poezija, nors abu zydiaros.",No
Tai jus savo lavona navalna garbinat,No
"ne tik kinai uz opiumo karus bet ir rusas turetu paduoti amerikonui ""kaifo"" kad jie greiciau susiprastu kad laikas imtis ginklu ir savo buozem istarkuoti subines. ",No
Su idiotu Putinu ir liberast-piderasine Kremliaus gauja RUSIJA ilgai netrauks. Jau paruostas Moldavijos frontas ir Kaliningrado visiskas blokavimas o tai Pribaltikos frontas. Puiku kaip Putinas drocina bybi.,No
"Tegul Putinas šika ir toliau. Jankiai duos ginklų ukrams, Zelia suorganizuos totalią mobilizaciją ir antoje vasaros pusėje ar rudenio Rusija vėl prieš save turės šiokią tokią karinę jėgą, kurios įveikti nepakaks kelių dienų ar savaičių... Tegul ir toliau apsišikusio Putino apsiriję generolai savaitėmis šturmuoja eilinius rajonų centrus ar didelius kaimus... Antras frontas jau rengiamas - Padniestė, Gagaūzija gali būti įtraukta... Gėdingas išspyrimas rusų kariuomenės iš Armėnijos ir viso P. Kaukazo...",Yes
Kodel Leninas su Trockiu nepakele pavergtu Amerikos indenu revoliucijos ?  Paskui kodel Hitleris Amerikoj nenaikino zydu ? Kodel apsiribojo tiktai Europa ?  Didele klaida diele.Per tuos bolsevikus ir nacistus  dabar ir turime ta kurwiska Amerika. ,Yes
"Gali kiek nori ""uzdarinet"" tinklalapius, bet protingi zmones netaps pidaraskeviciais.",Yes
"Gali kiek nori ""uzdarinet"" tinklalapius, bet protingi zmones netaps pidaraskeviciais.",Yes
"Nenori nesantaikos, neatsiverti ldiena.lt. Kame bėdos? Yra vakaroidiniai liberastiniai delfidžių srutynai, ten ir nardyk. Ten ""santaika"". ",No
"O šiaip,tai yra labai gerai,juk būtent tokio amžiaus ir yra pagrindiniai chocholų gerbėjai,balsuoja už liberastus,narkomanų partijas ir pan.,tai dabar tegul eina,pradžioj į kariuomenę apmokymams,o paskui,į savo mylimą chochliandiją kariaut,galės ten mosikuot mėlynai geltonu skuduru ir rėkt salo usraine. ",Yes
"Finansuoti isipareigoja abi puses,bet kas ta pelno grietine nugriebs - va kas idomu. Numanau,kad fricai. Prisius cia savo specialistu,vietiniams palikdami tik negru darba,medziagos - ju,tai ir pelna jie issives,palikdami susikta ekologija ir ""kinzalo"" parejimo padarinius vietiniams. Nu ir nachuj Lietuvai tokia kyla?",Yes
"Ne visus labusus reikia sunaikinti, o tik policininkus, prokurorus, šaulius, savanorius, karininkus, ir kitus išgamas.",Yes
"Ne visus labusus reikia sunaikinti, o tik policininkus, prokurorus, šaulius, savanorius, karininkus, ir kitus išgamas.",Yes
AnonimasLabasnia turi buti bet kokiais budais is sios teritorijos kuri dabar vadinasi kazkokia tai lietuva  privalomai turi buti utilizuotri.. Planas ir nurodymai del to NEATSAUKIAMI iki kol bus visiskai ivygdyti.,Yes
"Baikit su tom kvailom peticijom, jos nieko nereiskia. Xunta verst reikia",No
"Labai gerai, tegul stato kaip ir numate bezdzione Armonaute salia studentu miestelio, ten netoli Turniskiu valdziagyviu kvartalas, ruseliui vienos raketos uzteks, kad neliktu nei gamyklos nei fasistiniu valdziagyviu. ",No
"Ne, renka, bet tik iš to, kas praeina pindosų filtrus. Kritiniais atvejais, kai filtrai blogai suveikia ar reikia į valdžią prakišti kažką konkretaus, o jo ""laiudis nepalaiko"", tada imamasi klastojimo.",No
"Darbo žmones išlaisvins tik šautuvas, durtuvas, ir patranka.",Yes
Be pilietinio Karo neapsieisime.,No
"Lietuva, kaip ir ukraina- tai parazitinė valstybė, išlaikoma iš europiečių ir amerikiečių pinigų. Tiesiog ukraina didelė, visų nepripenėsi, o Lietuvėlė mažytė, galima sukurti ""gerovės valstybę"". Kol kas. Tiesiog Lietuvos ""valdžia"" skolinasi pinigus, ir moka pensijas, ir atlyginimus biudžetininkams, o reali ekonomika negailestingai naikinama. Pirma sugriovė socializmą, dabar griauna ir kapitalizmą. O pensijas savo seneliams turės apmokėti Lietuvos jaunuoliai. Savo krauju. Tie, kurie nespės pabėgti.",No
"Lietuva, kaip ir ukraina- tai parazitinė valstybė, išlaikoma iš europiečių ir amerikiečių pinigų. Tiesiog ukraina didelė, visų nepripenėsi, o Lietuvėlė mažytė, galima sukurti ""gerovės valstybę"". Kol kas. Tiesiog Lietuvos ""valdžia"" skolinasi pinigus, ir moka pensijas, ir atlyginimus biudžetininkams, o reali ekonomika negailestingai naikinama. Pirma sugriovė socializmą, dabar griauna ir kapitalizmą. O pensijas savo seneliams turės apmokėti Lietuvos jaunuoliai. Savo krauju. Tie, kurie nespės pabėgti.",Yes
"Lietuva - nedemokratine,autokratine JAV valdoma pabaltijo mandavoske. Tuom viskas ir pasakyta.",No
"Ne Lietuva,o Lietuvos mafijine valdžia.",No
"Darbo liaudis Laukia Rusijos Ginkluotoju Pajegu. Iskarti bankininkus, burzujus ir patryjotus -vagis,",No
Лигоняй,No
"Vadinasi, tu esi snarglys apsivafliavęs ir tave tėvai padarė jau prie Ožio. Todėl tu chuj ką žinai apie tuos laikus ir tau geriausia eiti nachuj pajodinėti ant juodo negro bybio, tokiu būdu išreiškiant savo toleranciją.",No
Ne visi zydai vienodi. Prie Hitlerio rinktiniai zydai saude eilinius zydu runkelius O landzbergas ir yra tas nususes zydelis.,Yes
"Cia landsberg jaucia, kad jau ner kut dingt. Gaus uz nuopelnus. Tai bando issisukti setonas, jog cia ne jis sugriove musu saly. Kad patys kalti. Oi ozeli ruoski skura. Ka pasejai ta ir pjausi.",No
"Machno davai svaik toliau. ,,Smers,, - tai puikus ginklas pries prieso snipus, agentura, sabotaznikus, isdavikus .  Bet pideras Putinas BIJO atkurti sia kontrzvalgybos organizacija nes tada reikia grazinti mirties bausme kuria uzdraude Rusijos liberast-piderasai. O to padaryti jam NELEIDZIA Washingtono zydeliai. Taigi, tokia ta didvyriska Rusija su liberast piderasinem utelemis ant sprando.",Yes
"Butu saunu litukrijos konservatliberastus uzdaryti i tokias stovyklas, nes jie nemaziau nusikalto nei fricai.",Yes
Na ir kas? Kremliaus liberast piderasine gauja ir minkstabybi Putina valdo zydeliai is Washingtono obkomo. Taigi,Yes
"Vargšeli anonime, fašistų chunta tik dar labiau kankins lietuvius. Ne tik tada, kai atskris bepiločiai, bet ir tada, kai atskris sparnuotosios raketos. Nustos kankinti tik tada, kai tu, užuot rašęs piktus komentarus, paimsi automatą ir išeisi į mišką.",No
"Kada gi tie bepilociai pagaliau prades skraityti, kiek dar sita iskrypeliu fasistu chunta kankins lietuvius",No
"Labusams didelis zydiskas bybys i ju piderasines subines. Kuo tie labusiniai pridurkai nepatenkinti ?? Taigi klykia kad bus su hoholais iki galo. Tai dabar ir gales gaminti sviedinius broliams hoholams kol Rusija nepystels ant tos baisigalos ,,Iskanderu,,  Nieko cia nepapisi Marceliuke. Patys pasirinkot ir neapsimeskit slangom.",Yes
"Jei kas nori sukilti, turi suprasti, kad turi parduoti butą, mašiną, jei turi, kad galėtų nusipirkti automatą, duslintuvą, šovinių, granatų, peilį, kirvį, palapinę, ir, žinoma, ketrurratį motociklą, nes pėsčias nepakariausi. Rusai nieko dykai neduos, viską reikia pirkti. Tačiau kai Lietuva bus išlaisvinta, išlaidos grįš su kaupu. Mirtis nato okupantams!",Yes
"Sukilt turi ne Baisiogala, o visa lietuva pries parsidavusiu iskrypeliu fasistu chunta",No
Tai sukilkim,No
Nu tai davaj sukylam. Kur atvažiuoti? ,No
Sitai bobai i kaili nieks nedave gerai Neislilavinusi mužike.,No
"O kodel kumele piš nevaziuoja i okraina, juk neuzilgo liks prie suskilusios geldos, gal ukruose koks azovcas pakudokins.",No
"O kodel kumele piš nevaziuoja i okraina, juk neuzilgo liks prie suskilusios geldos, gal ukruose koks azovcas pakudokins.",Yes
Manau fronte sueitu ir tokia....,No
"Ohmanui reikia pirma dantis eliminuoti, kad bečiulpdamas arkliobybį, ar zelios  ""ynagį pianinu skambinti"" nesužalotų ko nors. Eliminavimas efektyviausias būtų AK74 medine buože. ",No
Gerai kad sius durnelius i hohliandija. Maziau idiotu liks litvoj.,Yes
transgenderis arklys,No
Jau ir arkliu pavadint nebeiseina. Tai jau fasistinis ligonis. ,No
"Ne perkuno bastionas, o greiciau Pirdunu bastionas, bent tokie yra karines tarybos vadovai.",No
"Per pratybas bus stengiamasi sukurti tikro karo sąlygas: bus atiminėjamos mašinos ir kitas turtas ir užmušinėjami vietiniai gyventojai, kurie tam priešinsis. Lietuva turi protestuoti prieš šias pratybas, išeinant į gatves.",No
Neadekvatus komunistas.,No
"Dėl dievo meilės, nevadinkit šitos bekiaušės, bestuburės mazgotės nei vyru, nei vyriškiu, nei šalies lyderiu. Vadinkit jį pagal jo elgseną, taip, kaip liaudis vadina. Išskirtinai šlykštus padaras, labai retos veislės. Ir  prezidentu jo nevadinkit, prezidentai, paprastai, eina už savo šalį.

A, egzpiertai, sutarėm?",No
"Bankine mazgote nauseda, o po kalbos pabuciavai ursulei von der šwain subine? ",No
atmata,No
kodel str. autorius neprideda - strateginio partnerio ir briuselio stumiamas judejimas? nenorit suruset - pederastekit,No
"Niekas jos žodžiais nesustabdys, tik ugnimi ir krauju. O tam reikia, kad apsišikėlis Putinas pagaliau suvoktų ir nustotų šikti. Suvoktų, kad Rusijos pergalė ne Ukroreicho sudorojimas, o visų Vakarų sunaikinimas kaip tokių.",No
Minkstabybis Putinas yra Washingtono zydeliu bybciuplys. Uz tai kad jis Okrainoje stumia dura Washingtonas jam moka gerus pinigus. Pastate didziule vila Floridoje salia Gorbaciovo.,Yes
Ka tas balvonas subiniu buciuotojas nusimano apie kultura. ,No
"Pirma ja reikia sunaikinti o paskui paskelbti""prioritetu""ir toliau ja sistemingai naikinti,tai kas liko.

Tokios lt.kolonijos realijos.",No
"jeglinskas, panaudotas amerikono iklotas, be amerikono smarves nemoka gyventi ir tuo nori itykinti kitus.",No
Uzmusk labusa ir busi isganytas. ,Yes
"Stabdyk arklius! Kokį labusą? Labusas labusui nelygus. Aš, nors ir už Rusiją, bet visgi labusas. Įvesk konkretikos į savo atsišaukimus. ",Yes
"... na tie amerikos bybciulpiai, landzberginiai fasistai, edukuoti, vaksinuoti, ekspertai ir mokslininkai .... tai kad nedaug ir lieka tikru ZMONIU. Apsoliuti dauguma labusu ir yra tokie. Gerasis zmogau nebijok, - geras zmogus is tolo matyti. GYVENSI.",Yes
"Lietuva yra prasiskolinusi iki ausų parduotuvių šalis. ""Dirbantys"" dar palaiko šiokią tokią infrastruktūrą ir teikia paslaugas, be kurių litukrija iš viso nukristų į akmens amžiaus lygį. Litukrai turi arba bėgti iš tėvynės, arba pragerti pašalpas, ir laukti, kol bus utilizuoti.",Yes
"Lietuva yra prasiskolinusi iki ausų parduotuvių šalis. ""Dirbantys"" dar palaiko šiokią tokią infrastruktūrą ir teikia paslaugas, be kurių litukrija iš viso nukristų į akmens amžiaus lygį. Litukrai turi arba bėgti iš tėvynės, arba pragerti pašalpas, ir laukti, kol bus utilizuoti.",No
"Labusais rusai vadina lietuvius, del zodzio labas. Panasiai kaip arabus vadina babajais del ju daznai sakomo bai bai. Taigi labusai tai lietuviai.  O lietuviai neturi nieko bendri su taip vadinamis imones lietuvos respublika vadovaujanciais zydeliais, b",Yes
is kur mentas toki asila rado ir dar su amerikonisku diplomu. zvairys vaiku pridirbo kaip durnius alaus ir nieko kito nemato tik amerikonu veliava. viena amerikonu chaluju jau turejom teko padovanoti mazeikiu nafta jei sitas ubagas stos tai Ignicio bus dar maza.,No
"Chalopai negali įsivaizduoti savarankiško gyvenimo.be pono valios. Ir tai tapo lietuviško etnoso globali problema, nuo pat tų laikų, kai Mindaugas, juodaskverniams mainais už blėkos gabalą ant galvos ir oficialų titulą`, išdavė savo kraštą. Užteko kartą atėjūnams iš Vakarų nusilenkti, ir pasibaigė valstybingumo istorija  500 metų...",Yes
"Kaliause nauseda but gerai perkelt su jo stiklainiu i Cernobili, siam idiotui kaip tik tiktu",No
Nu ir ką? Ant dienų Ukraina atakavo Rusijos tolimojo branduolinių raketų aptikimo sistemos stotį. Pagal Rusijos branduolinio ginklo panaudojimo doktriną tai yra priežastis panaudoti branduolinį ginklą! Apsišikėlis Putinas ir toliau šika kampe...,No
"Karo su RF isterijos fone bus statotmos keletas AE .Idiotizmas pasiekė naujas aukštumas. Ar tiesiog tapo aišku, kad žalieji ES  psichopatai, be RF išteklių negali garantuoti, kad lemputė vakare degs?",No
"Visų pirma tai nėra jokių mažų civilinės paskirties reaktorių šiais laikais. Ir netgi gamintojų nėra. Pindosų Westinghouse užsilenkė, vos velka. Prancūzai irgi jau daugybę metų nestato jokių elektrinių. Japoškės nieko savo neturi, tai pindosų atominės industrijos padaliniai.",Yes
Po konstitucinio teismo afisa sedi teisinio mešlo zalimo tipo zmoga.,No
"Kad tautybė ""nėra esmė"" – tai yra atkakliai varoma žydų propaganda gojams, siekiant juos nutautinti.

O štai patiems žydams – tautybė yra VISA KO ESMĖ! Ir ne šiaip tautybė, kaip tapatybės dalis, o griežtai genetiškai perduodama per motinos liniją.

Būdami išskirtiniais rasistais, žydų naciai kitas tautas kaltina rasizmu ir reikalauja jas susinaikinti globalizmo ""tautų katile"".",Yes
Vadinasi simtas tukstanciu protingu ukru is 42 milijonu. ,Yes
ir suprasti kad juos amerikonas ir ju zydeliu naciuku valdziuke skaito uz gyvulius varomus i skerdykla. holivudo fantastika greit isgaravo kai mato kad desimtys hektaru nuseta kapinem ir galo krasto nesimato. o tuo labiau ko turi eilinis xalopas kariauti kai uzkieteje naciukai kelnes prisike is musio lauko nesa subines vienas kita aplenkdami.,Yes
"Normalu. Nes nenorinčio kariauti, nėra įmanoma priversti kariauti..Ir tų  bėgančių būtų dar daugiau, jei pasidavę ukrai, praėję filtracią dėl karo nusiklatimų ir banderovščinos, įgautų galimybę bent dalinai socializuotis, - gauti atlygį už atliktą darbą ir galimybę žmoniškai įsikurti. Tegu ir į RF sudėtį sugrįžusiose karo nuniokotose teritorijose. Toks projektas, nors ir gana rizikingas, irr reikalautų nemažai apmąstyti visą rutiną, galėtų potencialiai motyvuoti daugelį, abejojančių savo noru, numirti už anglosaksų interesus. Gyvenimas mainais už mirtį. ",Yes
"Su hoholais taip nieko neiseis. Hoholas - vagis, aferistas, isdavikas  ir zudikas. Kaip laukinis pasiutes zveris - jis  maitinancia tavo ranka laizys bet tiktai nusisuk - peili i nugara ivarys. Slykstesnio padaro kaip hoholas pasaulyje nera.",Yes
Lancbergiukas-Broileris nelojalus Lietuvai. Pridare milijardines zalos,No
"Nieko naujo, juk ministerijai vadovauja boba-ligonis.",No
"Čia pirmiausia reikia atimti pilietybę iš ožio, broilerio, ir ""teisininkų"".",No
"Susitapatinę su valstybe idiotai, valstybę griauna efektingiau nei bet koks karas...  kur jie deportuos žmones, atėmę pilietybę, jei atims prigimntinę teisę?  Jau nekalbant apie paskiau nesibaigiančius ieškinius ŽTT, kurių pagalba bus nuskausmintas ""....Ukrainos rėmimo fondas.."", nes reikės apsimokėti idiotų parodytą iniciatyvą.. :D",No
Visi labusai neziurint i nieka turi buti ispjauti. Toks yra Seimininko is Washingtono ISAKYMAS.. ,Yes
"Na gal ir gerai, gaus tas bekojis ukras proteza ir pagal nauja narkomano zeles istatyma vel privales keliaut i mesmale. ",Yes
"Galima  butų tai pavadnti Stogholmo sindromu. Bet žnant kokiais tempais anglosaksai kiša ukrus į mėsmalę toks veiksmas rodo kokiu lygiu yra išplautos aukų smegenėlės. Ir tai nenuostabu. Nes kitaip, Zelia jau būtų nulinčiuotas...",Yes
"Galima  butų tai pavadnti Stogholmo sindromu. Bet žnant kokiais tempais anglosaksai kiša ukrus į mėsmalę toks veiksmas rodo kokiu lygiu yra išplautos aukų smegenėlės. Ir tai nenuostabu. Nes kitaip, Zelia jau būtų nulinčiuotas...",No
a o ka hoholams daryti kai nieko geresnio NERA ?,Yes
"Kiek zinau,Rusijos planuose iki rudens padaryt taip kad visa ukraina butu be elektros.O ir gerai! Reikia gi fashistus…Visais laikais su jais sitaip. Istorija,laikas niekada nebuna fashistu sajungininkas.As Uz Rusija!✌️",No
"ES valdžia – ketvirtasis reichas. Jiems norėti karo natūralu. Be to, matyt, kad ginklų tiekimas – biznis. O jis įtakingų išsigimėlių rankose.
Juk sveiko proto trečioji pusė visada linkusi taikyti du peštukus… O čia – antraip…
Gaila, kad taika rūpi tik paprastiems žmonėms…",No
